"","Angle","Temperature","Humidity","Zone1","Zone2","Zone3","ZoneAverage"
"1",0,16.6983333333333,77.3775,31435.2643658333,20914.760405,19582.5384891667,23977.5210866667
"2",0.0436332312998582,16.5608333333333,77.7833333333333,30727.2241816667,20411.7173216667,19107.0625433333,23415.3346822222
"3",0.0872664625997165,16.485,78.2241666666667,30083.3003391667,19971.8296233333,18680.7630366667,22911.9643330556
"4",0.130899693899575,16.4533333333333,78.38,29546.19391,19609.42967,18356.7408958333,22504.1214919444
"5",0.174532925199433,16.4241666666667,78.3691666666667,29064.6835716667,19177.6362991667,18082.9568416667,22108.4255708333
"6",0.218166156499291,16.4375,78.1583333333333,28583.2770391667,18836.1840916667,17768.6530141667,21729.3713816667
"7",0.261799387799149,16.4151666666667,78.2808333333333,28155.6089775,18465.8625541667,17518.8513008333,21380.1076108333
"8",0.305432619099008,16.36225,78.5166666666667,27831.8589166667,18261.0876933333,17297.8485208333,21130.2650436111
"9",0.349065850398866,16.3698333333333,78.65,27488.0213325,17952.7054975,17076.25321,20838.9933466667
"10",0.392699081698724,16.309,78.8083333333333,27254.35143,17691.1956616667,16835.4876341667,20593.6782419444
"11",0.436332312998582,16.2679166666667,78.7275,27116.2614166667,17478.7828966667,16689.6469583333,20428.2304238889
"12",0.479965544298441,16.2208333333333,78.5641666666667,26936.067145,17280.7995125,16478.5914216667,20231.8193597222
"13",0.523598775598299,16.2065,78.7916666666667,26717.9802925,17162.7882183333,16353.9095625,20078.2260244444
"14",0.567232006898157,16.22375,78.4583333333333,26540.45885,17059.5316525,16232.5298125,19944.1734383333
"15",0.610865238198015,16.21375,78.2191666666667,26296.1240308333,16866.7746133333,15875.67601375,19679.5248859722
"16",0.654498469497874,16.1546666666667,78.0608333333333,26072.9134233333,16749.3236,15803.7000655833,19541.9790296389
"17",0.698131700797732,16.122,78.0208333333333,25946.15254,16624.5004825,15666.7687306667,19412.4739177222
"18",0.74176493209759,15.9931666666667,78.3833333333333,25733.6237733333,16400.006785,15493.9691459167,19209.1999014167
"19",0.785398163397448,15.91625,78.4441666666667,25555.7980541667,16390.4988625,15424.10244525,19123.4664539722
"20",0.829031394697307,16.0038333333333,77.68,25486.000945,16320.966055,15344.6396733333,19050.5355577778
"21",0.872664625997165,16.0234166666667,77.02,25347.9172358333,16211.2715325,15124.973687,18894.7208184444
"22",0.916297857297023,15.9209166666667,77.4875,25131.9202908333,16083.1975808333,15056.51786675,18757.2119128056
"23",0.959931088596881,15.8341666666667,78.3175,25009.0294741667,16064.9451283333,15030.6417383333,18701.5387802778
"24",1.00356431989674,15.74175,78.4966666666667,24893.4383625,16061.8599933333,14912.7351659167,18622.6778405833
"25",1.0471975511966,15.7099166666667,78.5666666666667,24852.7536433333,15994.14441,14857.77831175,18568.2254550278
"26",1.09083078249646,15.7355,78.4525,24764.5351475,15927.2729866667,14820.9237605,18504.2439648889
"27",1.13446401379631,15.7506666666667,78.4516666666667,24723.6337683333,15938.2519775,14810.1588766667,18490.6815408333
"28",1.17809724509617,15.6811666666667,78.41,24451.1960758333,15903.4067283333,14749.0852566667,18367.8960202778
"29",1.22173047639603,15.6969166666667,78.3808333333333,24023.8319616667,15673.9079366667,14601.4488521667,18099.7295835
"30",1.26536370769589,15.691,78.255,23888.6650375,15557.3152966667,14264.4569225,17903.4790855556
"31",1.30899693899575,15.60025,78.1333333333333,23654.8484066667,15435.7062091667,13879.8349465,17656.7965207778
"32",1.35263017029561,15.6168333333333,77.9058333333333,23500.4324375,15322.4128333333,13667.1207988333,17496.6553565556
"33",1.39626340159546,15.58675,77.765,23423.9668383333,15328.2955916667,13345.66755225,17365.97666075
"34",1.43989663289532,15.5803333333333,77.8441666666667,23213.6612208333,15112.5517975,13085.84184125,17137.3516198611
"35",1.48352986419518,15.5584166666667,77.7391666666667,23055.5774508333,15069.7942041667,12839.1008108333,16988.1574886111
"36",1.52716309549504,15.5114166666667,77.8491666666667,23064.6589241667,15140.4674733333,12693.4649391667,16966.1971122222
"37",1.5707963267949,15.4470833333333,77.5908333333333,23096.0584816667,15194.0693541667,12436.8543003333,16908.9940453889
"38",1.61442955809475,15.4414166666667,77.1291666666667,23171.8407325,15141.0435533333,12174.6606316667,16829.1816391667
"39",1.65806278939461,15.4464166666667,76.9291666666667,23131.7505275,15167.9665791667,11953.1156049167,16750.9442371944
"40",1.70169602069447,15.4570833333333,76.5983333333333,23102.68264,15161.8400858333,11842.51257975,16702.3451018611
"41",1.74532925199433,15.4694166666667,76.6125,23083.994595,15125.2199183333,11794.6266324167,16667.9470485833
"42",1.78896248329419,15.4188333333333,76.7508333333333,22983.2716141667,15124.7877166667,11607.7770785,16571.9454697778
"43",1.83259571459405,15.4235,76.72,23336.1710766667,15392.0180875,11520.11873575,16749.4359666389
"44",1.8762289458939,15.30125,76.965,23608.1367958333,15712.3725025,11463.2937869167,16927.93436175
"45",1.91986217719376,15.3425,77.1608333333333,23885.3102908333,15959.3160616667,11418.7059025833,17087.7774183611
"46",1.96349540849362,15.4160833333333,77.3275,24041.9579333333,16081.7809766667,11503.005496,17208.914802
"47",2.00712863979348,15.4683333333333,77.2491666666667,24412.9956408333,16337.2785333333,11537.94420375,17429.4061259722
"48",2.05076187109334,15.5306666666667,77.0258333333333,24659.061265,16640.454635,11741.7439035,17680.4199345
"49",2.0943951023932,15.6330833333333,76.7433333333333,25427.5014241667,17012.7229191667,11983.5653974167,18141.2632469167
"50",2.13802833369305,15.746,76.6466666666667,26067.350495,17499.0632883333,12204.1807869167,18590.1981900833
"51",2.18166156499291,15.8475833333333,76.46,26635.9661833333,17861.9475558333,12462.4410319167,18986.7849236944
"52",2.22529479629277,15.9508333333333,76.1483333333333,27137.0208966667,18061.1506841667,12736.6020799167,19311.59122025
"53",2.26892802759263,16.0736666666667,75.8091666666667,27704.5965383333,18391.7656283333,12969.3046735833,19688.5556134167
"54",2.31256125889249,16.28875,75.1333333333333,28143.5797141667,18699.2273625,13330.7207529167,20057.8426098611
"55",2.35619449019234,16.4818333333333,74.3308333333333,28762.320815,19018.06643,13687.4242345833,20489.2704931944
"56",2.3998277214922,16.7111666666667,73.6108333333333,29541.3240858333,19439.05421,14072.7447605,21017.7076854444
"57",2.44346095279206,16.9405,73.5191666666667,30316.0185033333,19619.7668,14372.59926875,21436.1281906944
"58",2.48709418409192,17.2304166666667,72.9866666666667,30889.4476083333,19969.31296,14634.3415056667,21831.0340246667
"59",2.53072741539178,17.5063333333333,71.9108333333333,31336.2352591667,20346.9553066667,14930.861495,22204.6840202778
"60",2.57436064669164,17.8795833333333,71.0691666666667,31920.7005575,20522.1979308333,15167.0588333333,22536.6524405556
"61",2.61799387799149,18.1936666666667,70.1683333333333,32329.2996675,20717.4207916667,15347.1847370833,22797.96839875
"62",2.66162710929135,18.51175,68.9008333333333,32740.72436,21106.7176775,15542.44463875,23129.9622254167
"63",2.70526034059121,18.80175,67.6758333333333,33073.88033,21413.3969541667,15777.65791075,23421.6450649722
"64",2.74889357189107,19.1079166666667,66.1425,33233.1176925,21660.1605691667,15938.37673325,23610.5516649722
"65",2.79252680319093,19.3291666666667,65.4416666666667,33427.80526,21986.9425416667,16094.2601019167,23836.3359678611
"66",2.83616003449079,19.5608333333333,64.6466666666667,33287.7151291667,22480.1743108333,16285.5785386667,24017.8226595556
"67",2.87979326579064,19.7508333333333,63.9383333333333,33455.5511608333,22736.4856841667,16392.3298668333,24194.7889039444
"68",2.9234264970905,19.9683333333333,62.9733333333333,33873.9757275,22792.9223566667,16673.9009585833,24446.93301425
"69",2.96705972839036,20.2375,62.2083333333333,34177.0763883333,22868.3836591667,16881.8838695,24642.4479723333
"70",3.01069295969022,20.4308333333333,61.4483333333333,34376.4779841667,22986.7324533333,17047.5531135833,24803.5878503611
"71",3.05432619099008,20.6058333333333,60.64,34746.5463733333,23108.1495541667,17125.0333748333,24993.2431007778
"72",3.09795942228993,20.7091666666667,60.1241666666667,34824.2049191667,23124.2658391667,17241.0225163333,25063.1644248889
"73",3.14159265358979,20.8308333333333,60.3608333333333,34537.4815483333,23353.0747816667,17353.8130860833,25081.4564720278
"74",3.18522588488965,21,60.1841666666667,34910.0406708333,23250.6965133333,17287.2684566667,25149.3352136111
"75",3.22885911618951,21.1458333333333,59.8316666666667,35224.3818208333,23160.8560808333,17366.1760140833,25250.47130525
"76",3.27249234748937,21.3125,59.1941666666667,34494.2420591667,23290.3333075,17393.8149483333,25059.4634383333
"77",3.31612557878923,21.4308333333333,59.7466666666667,34576.3686025,23187.2261941667,17426.649133,25063.4146432222
"78",3.35975881008908,21.1483333333333,60.8283333333333,34441.8601941667,23204.0459066667,17455.6646568333,25033.8569192222
"79",3.40339204138894,21.0875,61.0733333333333,34550.4653658333,23114.2448725,17497.3877578333,25054.0326653889
"80",3.4470252726888,21.1433333333333,60.4641666666667,34689.4833225,23012.3930066667,17587.5364525,25096.4709272222
"81",3.49065850398866,21.2908333333333,59.5658333333333,34730.9211625,23157.0814116667,17561.4205406667,25149.8077049444
"82",3.53429173528852,21.3591666666667,59.1075,34675.2951366667,23209.4949991667,17561.5856429167,25148.79192625
"83",3.57792496658838,21.4816666666667,58.7008333333333,34483.5235533333,23172.1688341667,17508.34438875,25054.6789254167
"84",3.62155819788823,21.5533333333333,58.5991666666667,34332.1628958333,23172.1380041667,17357.0607648333,24953.7872216111
"85",3.66519142918809,21.61,58.2091666666667,34273.5931316667,23182.23893,17329.4361574167,24928.4227396944
"86",3.70882466048795,21.7058333333333,57.8475,34315.8236516667,23162.6127491667,17295.2485470833,24924.5616493056
"87",3.75245789178781,21.65,58.4058333333333,34277.7418358333,23205.3196058333,17233.4969849167,24905.5194755278
"88",3.79609112308767,21.5608333333333,58.4716666666667,34223.8501558333,23111.7759833333,17217.6359603333,24851.0873665
"89",3.83972435438753,21.6033333333333,58.425,34173.6807075,23012.374135,17164.0772120833,24783.3773515278
"90",3.88335758568738,21.66,58.0758333333333,34076.2532833333,22977.7680441667,17180.1425878333,24744.7213051111
"91",3.92699081698724,21.6766666666667,58.325,33943.365775,22925.1885533333,17112.5826041667,24660.3789775
"92",3.9706240482871,21.6766666666667,58.1691666666667,33930.3769475,22900.0183358333,17016.6375535,24615.6776122778
"93",4.01425727958696,21.7225,58.2016666666667,33915.8800541667,22883.505415,16889.5419356667,24562.9758016111
"94",4.05789051088682,21.7725,57.8366666666667,33540.4348583333,22739.51474,16810.413559,24363.4543857778
"95",4.10152374218667,21.7716666666667,58.075,33541.4988425,22811.1815358333,16665.1159048333,24339.2654277222
"96",4.14515697348653,21.7491666666667,58.3066666666667,33403.4270858333,22858.5985866667,16647.9820793333,24303.3359172778
"97",4.18879020478639,21.8,58.12,33156.0877266667,22735.9469891667,16646.9448858333,24179.6598672222
"98",4.23242343608625,21.8366666666667,58.1591666666667,33055.1830633333,22601.7119108333,16621.9974183333,24092.9641308333
"99",4.27605666738611,21.8016666666667,58.1433333333333,32941.3749108333,22480.5710041667,16691.7947795833,24037.9135648611
"100",4.31968989868597,21.8491666666667,57.485,32911.68201,22437.3505475,16714.033785,24021.0221141667
"101",4.36332312998582,21.8725,57.7891666666667,33074.9703733333,22413.3536408333,16776.7051041667,24088.3430394444
"102",4.40695636128568,21.6766666666667,58.2841666666667,33124.753055,22437.466585,16939.6475766667,24167.2890722222
"103",4.45058959258554,21.5925,58.7366666666667,33235.3951166667,22378.675075,17391.1315241667,24335.0672386111
"104",4.4942228238854,21.4541666666667,59.4258333333333,33611.0077366667,22561.9678916667,17793.5838741667,24655.5198341667
"105",4.53785605518526,21.2941666666667,60.0191666666667,34144.6879675,22980.3392141667,18305.7786775,25143.6019530556
"106",4.58148928648512,21.1591666666667,60.2025,34961.1546141667,23478.3026233333,18782.3083833333,25740.5885402778
"107",4.62512251778497,21.1333333333333,60.1258333333333,35661.8193533333,23816.5792675,19275.0880066667,26251.1622091667
"108",4.66875574908483,20.9658333333333,60.5258333333333,36216.0702733333,24144.9929225,19793.4318233333,26718.1650063889
"109",4.71238898038469,20.8233333333333,61.1041666666667,36747.036665,24537.3456025,20383.1334366667,27222.5052347222
"110",4.75602221168455,20.6591666666667,62.2083333333333,37443.3797025,24924.0135708333,20871.3446808333,27746.2459847222
"111",4.79965544298441,20.5233333333333,63.0258333333333,38196.7265791667,25256.5739933333,21412.6972658333,28288.6659461111
"112",4.84328867428426,20.5466666666667,63.1233333333333,38853.1390791667,25700.570455,21971.8985858333,28841.8693733333
"113",4.88692190558412,20.5391666666667,63.0725,39476.8560166667,26096.555915,22544.52449,29372.6454738889
"114",4.93055513688398,20.3825,63.6625,40310.68553,26576.0971816667,23118.4090666667,30001.7305927778
"115",4.97418836818384,20.2175,64.2108333333333,40918.3238933333,26984.0723333333,23679.6952933333,30527.36384
"116",5.0178215994837,20.0066666666667,64.5841666666667,41632.14233,27412.2825983333,24378.0007725,31140.8085669444
"117",5.06145483078356,19.87,65.6933333333333,42375.2998058333,27859.453245,25018.6170566667,31751.1233691667
"118",5.10508806208341,19.7483333333333,66.2216666666667,42995.17696,28155.4067191667,25471.6362375,32207.4066388889
"119",5.14872129338327,19.5933333333333,66.8466666666667,43178.8765583333,28221.6207166667,25733.7685483333,32378.0886077778
"120",5.19235452468313,19.4825,67.2991666666667,43424.62856,28302.2835341667,25895.1861175,32540.6994038889
"121",5.23598775598299,19.3441666666667,67.9391666666667,43488.0276025,28366.40559,25987.7512425,32614.0614783333
"122",5.27962098728285,19.2641666666667,68.3516666666667,43744.5193841667,28460.8690816667,26155.3931975,32786.9272211111
"123",5.32325421858271,19.1458333333333,68.685,43825.93408,28379.4415483333,26106.8562041667,32770.7439441667
"124",5.36688744988256,19.0325,69.1291666666667,43763.1491508333,28307.7409758333,26033.51068,32701.4669355556
"125",5.41052068118242,18.9291666666667,69.5466666666667,43644.9452658333,28231.9911566667,25925.80869,32600.9150375
"126",5.45415391248228,18.8208333333333,70.085,43467.8989733333,28079.3353925,25811.6841908333,32452.9728522222
"127",5.49778714378214,18.7175,70.8933333333333,43079.6631283333,27883.0106391667,25667.397275,32210.0236808333
"128",5.541420375082,18.6008333333333,71.3375,42758.5768133333,27724.656125,25477.9312233333,31987.0547205556
"129",5.58505360638185,18.525,71.6375,42465.1404525,27559.4340783333,25306.3605466667,31776.9783591667
"130",5.62868683768171,18.3875,72.2766666666667,42080.6182,27399.4191041667,25111.6606566667,31530.5659869444
"131",5.67232006898157,18.3241666666667,72.69,41555.0180758333,27073.0870558333,24874.8804341667,31167.6618552778
"132",5.71595330028143,18.2741666666667,73.1508333333333,41093.1986475,26675.1970033333,24651.3105425,30806.5687311111
"133",5.75958653158129,18.2008333333333,73.5375,40622.9894475,26405.6537975,24428.5453058333,30485.7295169444
"134",5.80321976288115,18.1016666666667,73.8433333333333,40213.3504133333,26141.16335,24189.5608391667,30181.3582008333
"135",5.846852994181,18.0058333333333,74.2341666666667,39570.1142808333,25652.6486758333,23850.5529466667,29691.1053011111
"136",5.89048622548086,17.9358333333333,74.4041666666667,38836.183085,25286.667985,23498.2331375,29207.0280691667
"137",5.93411945678072,17.8416666666667,74.4925,38148.22213,24886.1130691667,23142.8675741667,28725.7342577778
"138",5.97775268808058,17.7391666666667,74.885,37348.6419025,24382.2317141667,22637.8015808333,28122.8917325
"139",6.02138591938044,17.6525,75.3933333333333,36486.0212508333,23678.0736866667,22185.0094866667,27449.7014747222
"140",6.0650191506803,17.5791666666667,75.45,35795.05388,23128.143375,21807.6492266667,26910.2821605556
"141",6.10865238198015,17.5533333333333,75.7383333333333,34916.2627108333,22592.3428666667,21357.8461391667,26288.8172388889
"142",6.15228561328001,17.4891666666667,75.9833333333333,34124.5705333333,22113.3529633333,20907.1587591667,25715.0274186111
"143",6.19591884457987,17.3741666666667,76.3391666666667,33342.9584366667,21679.898285,20475.8533016667,25166.2366744444
"144",6.23955207587973,17.2883333333333,76.6475,32534.632485,21171.0923733333,20097.07537,24600.9334094444
